premise,hypothesis,label
"The Muslim campaign for Partition was led by London-trained Bombay lawyer , Muhammad Ali Jinnah .",Muhammad Ali Jinnah went to London to campaign for Partition .,2
it 's um it 's it 's amazingly less expensive than it is,It 's much more expensive that way .,2
Automobile includes small trucks .,Small trucks are not great automobiles .,1
"You 're quite safe . "" Her breath came more normally , and the colour was returning to her cheeks .",She started recovering from the mild shock she had gone through .,1
probably so probably so um-hum,probably yes so uh-huh,0
"After its early failure , Hubble now provides vital clues to the universe .",Hubble failed earlier becuase they weren 't making enough discoveries .,1
well they all come back from from the bottom,They bounce back from the bottom .,0
A library with the maximum allowable e-rate subsidy of 90 percent would still find itself paying a monthly Internet bill of $ 186 .,A library has a maximum subsidy of 90 % for utilities .,1
and i was never in a minor league city until i came Dallas we were a minor league city when i came here in fifty nine and i immediately bought season tickets uh to the class triple A uh uh Dallas Rangers,Dallas was always in the majors .,2
Just a hunch .,It is just a guess,0
The SPAN A Guide to Legal Services Planning .,The SPAN A guide is a guide used for legal service planning .,0
yeah i think they did a pretty good job but they didn 't follow it exactly but they did give it you know do it justice,They made a good rendition .,0
The Citizens of the United States of America have a right to applaud themselves for having given to mankind examples of an enlarged and liberal a policy worthy of imitation .,The citizens of the U.S. are supposed to be proud of themselves .,0
"She always says the right thing , does the right thing , wears the right clothes .","She does , says , and wears everything perfectly , consistently .",0
"Leave the river briefly to loop east around Talcy , with its Romanesque church and the 13th-century chateau of Thizy , before ending your trip at Montr ? ? al .",It is recommended that you leave river briefly before ending your trip at Montréal .,0
yeah and i you know i think defense really is what wins wins uh in the long run you can have the best half back there is or the best quarterback but if they don 't have any blocking maybe they can 't do anything,I think a good defense is the most important thing you need to win games .,0
'You killed Derry . ' ,Derry is still alive .,2
"Twelve days later , I made my second .",It took twelve days to make another .,0
"The number of Arawak had already fallen dramatically , so the Spanish began to import slaves from Africa to work the land ; the first Africans arrived in 1517 .",The Spanish had plenty of Arawak to use as slaves .,2
and enjoy nature and uh kind of wipe out the stress of everyday life i 'd always,I like to get out in nature and de-stress .,0
